season,episode,title,imdb_rating
29,8,Mr. Lisa's Opus,6.801234567891
29,9,Gone Boy,7.201234567891
29,10,Haw-Haw Land,6.401234567891
29,11,Frink Gets Testy,6.201234567891
29,12,Homer is Where the Art Isn't,6.601234567891
29,13,3 Scenes Plus a Tag from a Marriage,6.601234567891
29,14,Fears of a Clown,6.001234567891
29,15,No Good Read Goes Unpunished,6.301234567891
29,16,King Leer,6.201234567891
29,17,Lisa Gets the Blues,6.701234567891
29,18,Forgive and Regret,7.001234567891
29,19,Left Behind,6.601234567891
29,20,Throw Grampa from the Dane,6.601234567891
29,21,Flanders' Ladder,7.501234567891
30,1,Bart's Not Dead,6.201234567891
30,2,Heartbreak Hotel,6.001234567891
30,3,My Way or the Highway to Heaven,6.201234567891
30,4,Treehouse of Horror XXIX,5.901234567891
30,5,Baby You Can't Drive My Car,6.901234567891
30,6,From Russia Without Love,6.501234567891
30,7,Werking Mom,5.701234567891
30,8,Krusty the Clown,6.401234567891
30,9,Daddicus Finch,6.701234567891
30,10,'Tis the 30th Season,6.701234567891
30,11,Mad About the Toy,5.801234567891
30,12,The Girl on the Bus,6.401234567891
30,13,I'm Dancing as Fat as I Can,6.801234567891
30,14,The Clown Stays in the Picture,6.201234567891
30,15,101 Mitigations,6.401234567891
30,16,I Want You (She's So Heavy),5.801234567891
30,17,E My Sports,6.301234567891
30,18,Bart vs. Itchy & Scratchy,4.801234567891
30,19,Girl's in the Band,6.401234567891
30,20,I'm Just a Girl Who Can't Say D'oh,5.501234567891
30,21,D'oh Canada,5.601234567891
30,22,Woo-Hoo Dunnit?,6.101234567891
30,23,Crystal Blue-Haired Persuasion,6.001234567891
31,1,The Winter of Our Monetized Content,5.901234567891
31,2,Go Big or Go Homer,5.901234567891
31,3,The Fat Blue Line,6.501234567891
31,4,Treehouse of Horror XXX,6.801234567891
31,5,Gorillas on the Mast,6.201234567891
31,6,Marge the Lumberjill,5.601234567891
31,7,Livin la Pura Vida,6.501234567891
31,8,Thanksgiving of Horror,7.301234567891
31,9,"Todd, Todd, Why Hast Thou Forsaken Me?",6.501234567891
31,10,"Bobby, It's Cold Outside",6.501234567891
31,11,Hail to the Teeth,6.001234567891
31,12,The Miseducation of Lisa Simpson,6.501234567891
31,13,Frinkcoin,5.901234567891
31,14,Bart the Bad Guy,7.101234567891
31,15,Screenless,6.501234567891
31,16,Better Off Ned,6.401234567891
31,17,Highway to Well,6.901234567891
31,18,The Incredible Lightness of Being a Baby,6.301234567891
31,19,Warrin' Priests,6.101234567891
31,20,Warrin' Priests Part 2,5.701234567891
31,21,The Hateful Eight-Year-Olds,6.601234567891
31,22,The Way of the Dog,7.401234567891
32,1,Undercover Burns,6.501234567891
32,2,"I, Carumbus",6.801234567891
32,3,"Now Museum, Now You Don't",5.701234567891
32,4,Treehouse of Horror XXXI,6.101234567891
32,5,The 7 Beer Itch,5.701234567891
32,6,Podcast News,6.701234567891
32,7,Three Dreams Denied,6.201234567891
32,8,The Road to Cincinnati,6.601234567891
32,9,Sorry Not Sorry,6.201234567891
32,10,A Springfield Summer Christmas for Christmas,6.201234567891
32,11,The Dad-Feelings Limited,7.001234567891
32,12,Diary Queen,6.801234567891
32,13,Wad Goals,6.201234567891
32,14,Yokel Hero,5.601234567891
32,15,Do Pizza Bots Dream of Electric Guitars,5.901234567891
32,16,Manger Things,6.401234567891
32,17,Uncut Femmes,6.401234567891
32,18,Burger Kings,6.601234567891
32,19,Panic on the Streets of Springfield,6.101234567891
32,20,Mother and Child Reunion,6.701234567891
32,21,The Man from G.R.A.M.P.A.,6.301234567891
32,22,The Last Barfighter,7.401234567891
33,1,The Star of the Backstage,4.301234567891
33,2,Bart's in Jail!,7.101234567891
33,3,Treehouse of Horror XXXII,6.801234567891
33,4,The Wayz We Were,6.901234567891
33,5,Lisa's Belly,6.801234567891
33,6,A Serious Flanders,8.301234567891
33,7,A Serious Flanders: Part 2,8.201234567891
33,8,Portrait of a Lackey on Fire,6.001234567891
33,9,Mothers and Other Strangers,6.301234567891
33,10,A Made Maggie,7.001234567891
33,11,The Longest Marge,5.901234567891
33,12,Pixelated and Afraid,7.501234567891
33,13,Boyz N the Highlands,6.601234567891
33,14,You Won't Believe What This Episode Is About - Act Three Will Shock You!,6.201234567891
33,15,Bart the Cool Kid,6.401234567891
33,16,Pretty Whittle Liar,6.101234567891
33,17,The Sound of Bleeding Gums,5.701234567891
33,18,My Octopus and a Teacher,6.501234567891
33,19,Girls Just Shauna Have Fun,6.701234567891
